job_id,intent,fixture,p,pub_index,isa_qpy_sha256,n_shots,feasible_shot_fraction,optimal_hit_fraction,best_feasible_utility,exact_optimum,absolute_optimality_gap,greedy_incumbent_utility,pool_contains_optimum,strict_improvement_possible,uniform_feasibility_probability,uniform_optimal_hit_probability,evidence_type,sample_origin,block,backend
dagjto8mhr3c73e5942g,01e6dd19-704f-4bb7-8d17-03345f515543,D1,1,2,103d4e893368bdb247d0ec08bc490d38e76a045931e32c0a58356ac28107567a,1024,0.353515625,0.01953125,23.0,23.0,0.0,23.0,True,False,0.1875,0.015625,decision_hardware,decision_hardware,3,ibm_fez
dagjto8mhr3c73e5942g,01e6dd19-704f-4bb7-8d17-03345f515543,D3,1,3,6f65e347d9c98917141a91c66f9d7ea02dbee0879e12fe5e33772d397122c3de,1024,0.294921875,0.03515625,23.0,23.0,0.0,21.0,True,True,0.140625,0.015625,decision_hardware,decision_hardware,3,ibm_fez
dagjto8mhr3c73e5942g,01e6dd19-704f-4bb7-8d17-03345f515543,D5,1,4,37be7f480e67f3201d200e06b6695b51a6bd044106dca6d6758fad5412dba875,1024,0.2099609375,0.044921875,23.0,23.0,0.0,22.0,True,True,0.09375,0.015625,decision_hardware,decision_hardware,3,ibm_fez
dagjto8mhr3c73e5942g,01e6dd19-704f-4bb7-8d17-03345f515543,D4,2,5,064db2c31e5f942c07cb51ee3100ef70e835c1dcb72908a17ff62a6b072fc136,1024,0.25390625,0.0048828125,24.0,24.0,0.0,24.0,True,False,0.09375,0.015625,decision_hardware,decision_hardware,3,ibm_fez
dagjto8mhr3c73e5942g,01e6dd19-704f-4bb7-8d17-03345f515543,D5,2,6,c6ba69bed63dd92f6d10b0f1f9da96c2ca4a0cd71dea2aaf3e336090128d25c2,1024,0.3037109375,0.056640625,23.0,23.0,0.0,22.0,True,True,0.09375,0.015625,decision_hardware,decision_hardware,3,ibm_fez
dagjto8mhr3c73e5942g,01e6dd19-704f-4bb7-8d17-03345f515543,D6,1,7,1a0c0a5c26f8a54f943e32343e1228a1ab449800ab939e276db8cdaf39e567a6,1024,0.1826171875,0.064453125,22.0,22.0,0.0,22.0,True,False,0.09375,0.03125,decision_hardware,decision_hardware,3,ibm_fez
dagjto8mhr3c73e5942g,01e6dd19-704f-4bb7-8d17-03345f515543,D2,1,8,6d858106402fa4a1c4f7a99a0ca8c8d6d50370f5eecdbe8f4fa12c8658ce614d,1024,0.25,0.05078125,23.0,23.0,0.0,23.0,True,False,0.125,0.03125,decision_hardware,decision_hardware,3,ibm_fez
dagjto8mhr3c73e5942g,01e6dd19-704f-4bb7-8d17-03345f515543,D3,2,9,f3ef652268b92f04b13f32bd30b5db5ee9916df5ccf9be381f240178487215ba,1024,0.28515625,0.0166015625,23.0,23.0,0.0,21.0,True,True,0.140625,0.015625,decision_hardware,decision_hardware,3,ibm_fez
dagjto8mhr3c73e5942g,01e6dd19-704f-4bb7-8d17-03345f515543,D6,2,10,e9e0cf2edfc94433432e65325bac3594b4b8a82dd400bce79b7a0554f4fa6c0a,1024,0.162109375,0.064453125,22.0,22.0,0.0,22.0,True,False,0.09375,0.03125,decision_hardware,decision_hardware,3,ibm_fez
dagjto8mhr3c73e5942g,01e6dd19-704f-4bb7-8d17-03345f515543,D2,2,11,c3401971302e82c9204e2b3c0005100da97ade048b54dfad0eb1bc777b47f244,1024,0.455078125,0.107421875,23.0,23.0,0.0,23.0,True,False,0.125,0.03125,decision_hardware,decision_hardware,3,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D1,2,0,2307af2fe41c10492e361ed27a2e7228371633fa77f6cae10c64ea44f784307f,1024,0.359375,0.0458984375,23.0,23.0,0.0,23.0,True,False,0.1875,0.015625,decision_hardware,decision_hardware,4,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D4,1,1,0e92af39d85f7b85dbcbf61e08d14f07920e9019a4f650ee11ce2e5776ccdd6a,1024,0.16015625,0.025390625,24.0,24.0,0.0,24.0,True,False,0.09375,0.015625,decision_hardware,decision_hardware,4,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D1,1,2,103d4e893368bdb247d0ec08bc490d38e76a045931e32c0a58356ac28107567a,1024,0.3525390625,0.015625,23.0,23.0,0.0,23.0,True,False,0.1875,0.015625,decision_hardware,decision_hardware,4,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D3,1,3,6f65e347d9c98917141a91c66f9d7ea02dbee0879e12fe5e33772d397122c3de,1024,0.2724609375,0.04296875,23.0,23.0,0.0,21.0,True,True,0.140625,0.015625,decision_hardware,decision_hardware,4,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D5,1,4,37be7f480e67f3201d200e06b6695b51a6bd044106dca6d6758fad5412dba875,1024,0.19921875,0.0302734375,23.0,23.0,0.0,22.0,True,True,0.09375,0.015625,decision_hardware,decision_hardware,4,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D4,2,5,064db2c31e5f942c07cb51ee3100ef70e835c1dcb72908a17ff62a6b072fc136,1024,0.2275390625,0.005859375,24.0,24.0,0.0,24.0,True,False,0.09375,0.015625,decision_hardware,decision_hardware,4,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D5,2,6,c6ba69bed63dd92f6d10b0f1f9da96c2ca4a0cd71dea2aaf3e336090128d25c2,1024,0.322265625,0.0546875,23.0,23.0,0.0,22.0,True,True,0.09375,0.015625,decision_hardware,decision_hardware,4,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D6,1,7,1a0c0a5c26f8a54f943e32343e1228a1ab449800ab939e276db8cdaf39e567a6,1024,0.1552734375,0.0634765625,22.0,22.0,0.0,22.0,True,False,0.09375,0.03125,decision_hardware,decision_hardware,4,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D2,1,8,6d858106402fa4a1c4f7a99a0ca8c8d6d50370f5eecdbe8f4fa12c8658ce614d,1024,0.23828125,0.0458984375,23.0,23.0,0.0,23.0,True,False,0.125,0.03125,decision_hardware,decision_hardware,4,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D3,2,9,f3ef652268b92f04b13f32bd30b5db5ee9916df5ccf9be381f240178487215ba,1024,0.265625,0.013671875,23.0,23.0,0.0,21.0,True,True,0.140625,0.015625,decision_hardware,decision_hardware,4,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D6,2,10,e9e0cf2edfc94433432e65325bac3594b4b8a82dd400bce79b7a0554f4fa6c0a,1024,0.1630859375,0.05859375,22.0,22.0,0.0,22.0,True,False,0.09375,0.03125,decision_hardware,decision_hardware,4,ibm_fez
dagjulj9k43c73adg3j0,11b0afa8-648b-434f-8df2-8fe679e69918,D2,2,11,c3401971302e82c9204e2b3c0005100da97ade048b54dfad0eb1bc777b47f244,1024,0.4375,0.1044921875,23.0,23.0,0.0,23.0,True,False,0.125,0.03125,decision_hardware,decision_hardware,4,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D1,2,0,2307af2fe41c10492e361ed27a2e7228371633fa77f6cae10c64ea44f784307f,1024,0.361328125,0.0361328125,23.0,23.0,0.0,23.0,True,False,0.1875,0.015625,decision_hardware,decision_hardware,5,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D4,1,1,0e92af39d85f7b85dbcbf61e08d14f07920e9019a4f650ee11ce2e5776ccdd6a,1024,0.1318359375,0.0224609375,24.0,24.0,0.0,24.0,True,False,0.09375,0.015625,decision_hardware,decision_hardware,5,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D1,1,2,103d4e893368bdb247d0ec08bc490d38e76a045931e32c0a58356ac28107567a,1024,0.3515625,0.0263671875,23.0,23.0,0.0,23.0,True,False,0.1875,0.015625,decision_hardware,decision_hardware,5,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D3,1,3,6f65e347d9c98917141a91c66f9d7ea02dbee0879e12fe5e33772d397122c3de,1024,0.2734375,0.0361328125,23.0,23.0,0.0,21.0,True,True,0.140625,0.015625,decision_hardware,decision_hardware,5,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D5,1,4,37be7f480e67f3201d200e06b6695b51a6bd044106dca6d6758fad5412dba875,1024,0.1630859375,0.0166015625,23.0,23.0,0.0,22.0,True,True,0.09375,0.015625,decision_hardware,decision_hardware,5,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D4,2,5,064db2c31e5f942c07cb51ee3100ef70e835c1dcb72908a17ff62a6b072fc136,1024,0.23828125,0.001953125,24.0,24.0,0.0,24.0,True,False,0.09375,0.015625,decision_hardware,decision_hardware,5,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D5,2,6,c6ba69bed63dd92f6d10b0f1f9da96c2ca4a0cd71dea2aaf3e336090128d25c2,1024,0.3408203125,0.0498046875,23.0,23.0,0.0,22.0,True,True,0.09375,0.015625,decision_hardware,decision_hardware,5,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D6,1,7,1a0c0a5c26f8a54f943e32343e1228a1ab449800ab939e276db8cdaf39e567a6,1024,0.169921875,0.068359375,22.0,22.0,0.0,22.0,True,False,0.09375,0.03125,decision_hardware,decision_hardware,5,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D2,1,8,6d858106402fa4a1c4f7a99a0ca8c8d6d50370f5eecdbe8f4fa12c8658ce614d,1024,0.2314453125,0.0546875,23.0,23.0,0.0,23.0,True,False,0.125,0.03125,decision_hardware,decision_hardware,5,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D3,2,9,f3ef652268b92f04b13f32bd30b5db5ee9916df5ccf9be381f240178487215ba,1024,0.26953125,0.013671875,23.0,23.0,0.0,21.0,True,True,0.140625,0.015625,decision_hardware,decision_hardware,5,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D6,2,10,e9e0cf2edfc94433432e65325bac3594b4b8a82dd400bce79b7a0554f4fa6c0a,1024,0.1611328125,0.0615234375,22.0,22.0,0.0,22.0,True,False,0.09375,0.03125,decision_hardware,decision_hardware,5,ibm_fez
dagjvcphvn6c73cqnkt0,baa68b98-cfda-47b8-932f-c5cc7732a9f8,D2,2,11,c3401971302e82c9204e2b3c0005100da97ade048b54dfad0eb1bc777b47f244,1024,0.4755859375,0.099609375,23.0,23.0,0.0,23.0,True,False,0.125,0.03125,decision_hardware,decision_hardware,5,ibm_fez
dagk0g0mhr3c73e5971g,93d8930a-4b66-41bf-bef8-6c03292e8c2d,D1,2,0,2307af2fe41c10492e361ed27a2e7228371633fa77f6cae10c64ea44f784307f,1024,0.3583984375,0.033203125,23.0,23.0,0.0,23.0,True,False,0.1875,0.015625,decision_hardware,decision_hardware,6,ibm_fez
dagk0g0mhr3c73e5971g,93d8930a-4b66-41bf-bef8-6c03292e8c2d,D4,1,1,0e92af39d85f7b85dbcbf61e08d14f07920e9019a4f650ee11ce2e5776ccdd6a,1024,0.142578125,0.029296875,24.0,24.0,0.0,24.0,True,False,0.09375,0.015625,decision_hardware,decision_hardware,6,ibm_fez
